station_id,station_name,PM25,msa_id,msa_name,census_id,census_tract,pct_people_of_color,pct_low_income,pct_unemployed
3002,Lakeport-S. Main Street,9.83838961748634,17340,"Clearlake, CA",06033000402,Lake County,0.31810766721044,0.267536704730832,0.108333333333333
0005,Grass Valley-Litton Building,12.2049346994536,46020,"Truckee-Grass Valley, CA",06057000504,Nevada County,0.148595172140879,0.250374812593703,0.048924731182796
0002,Azusa,12.5293040983607,31080,"Los Angeles-Long Beach-Anaheim, CA",06037400603,Los Angeles County,0.758351670334067,0.111312764670296,0.064925899788285
0500,29 Palms,8.96611256830601,40140,"Riverside-San Bernardino-Ontario, CA",06065940400,Riverside County,0.981119465329992,0.36888963547791,0.096059821685361
0500,29 Palms,8.96611256830601,40140,"Riverside-San Bernardino-Ontario, CA",06065940400,Riverside County,0.981119465329992,0.36888963547791,0.096059821685361
2020,SLO Roberto,8.55104398907104,42020,"San Luis Obispo-Paso Robles, CA",06079011104,San Luis Obispo County,0.329735563950351,0.257608695652174,0.036855036855037
0015,Sacramento-Bercut Drive,14.6921398907104,40900,"Sacramento-Roseville-Folsom, CA",06067005301,Sacramento County,0.559460760712566,0.603883495145631,0.094713656387665
1009,Santa Maria,8.30600327868853,42200,"Santa Maria-Santa Barbara, CA",06083002008,Santa Barbara County,0.532759578012215,0.081976339596381,0.031129476584022
0007,Brawley-220 Main Street,10.1937696721311,20940,"El Centro, CA",06025010600,Imperial County,0.789480403421422,0.35039420964198,0.058634772462077
2022,Mission Viejo,11.8307390710383,31080,"Los Angeles-Long Beach-Anaheim, CA",06059032027,Orange County,0.633498913380938,0.194932379916058,0.053763440860215
