state_code,county_code,site_number,parameter_code,poc,parameter_name,open_date,close_date,concurred_exclusions,dominant_source,measurement_scale,measurement_scale_def,monitoring_objective,last_method_code,last_method_description,last_method_begin_date,naaqs_primary_monitor,qa_primary_monitor,monitor_type,networks,monitoring_agency_code,monitoring_agency,si_id,latitude,longitude,datum,lat_lon_accuracy,elevation,probe_height,pl_probe_location,local_site_name,address,state_name,county_name,city_name,cbsa_code,cbsa_name,csa_code,csa_name,tribal_code,tribe_name,geometry,msa_id,msa_name,index_right,tract_geoid,CNTY_NAME,ACSTOTPOP,PEOPCOLORPCT,LOWINCPCT,UNEMPPCT,LESSHSPCT,LINGISOPCT,PM25
06,099,0006,88101,3,PM2.5 - Local Conditions,2008-11-19,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2008-11-19,Y,,SLAMS,,0945,San Joaquin Valley Unified Air Pollution Control District,1557,37.488317,-120.836008,NAD83,1.52,56.0,7.0,TOP OF BUILDING,Turlock," 900 S MINARET STREET, TURLOCK, CA",California,Stanislaus,Turlock,33700,"Modesto, CA",382,"Modesto-Merced, CA",,,POINT (-120.836008 37.488317),33700,"Modesto, CA",4234,06099003904,Stanislaus County,4375,0.568914285714286,0.435657142857143,0.152610441767068,0.214814814814815,0.07662192393736,15.5203266393443
06,039,2010,88101,3,PM2.5 - Local Conditions,2010-07-16,,,AREA,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2019-09-21,Y,,SLAMS,,0945,San Joaquin Valley Unified Air Pollution Control District,95487,36.953256,-120.034203,WGS84,3.0,83.52,,TOWER,Madera-City,28261 Avenue 14 Madera CA 93638,California,Madera,Madera,31460,"Madera, CA",260,"Fresno-Madera, CA",,,POINT (-120.034203 36.953256),23420,"Fresno, CA",287,06039000517,Madera County,2635,0.728273244781784,0.265793167992513,0.024008350730689,0.233580810965163,0.116935483870968,17.9268404371585
06,029,0011,88101,3,PM2.5 - Local Conditions,2011-04-01,2020-08-31,,,NEIGHBORHOOD,500 M TO 4KM,HIGHEST CONCENTRATION,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2011-04-01,,,,,0145,California Air Resources Board,1009,35.050551,-118.147294,WGS84,151.82,853.0,8.0,TOP OF BUILDING,Mojave," 923 POOLE STREET, MOJAVE, CA 93501",California,Kern,Mojave,12540,"Bakersfield, CA",,,,,POINT (-118.147294 35.050551),12540,"Bakersfield-Delano, CA",8307,06029005900,Kern County,3570,0.803361344537815,0.484926052332196,0.072248480756246,0.198317839752103,0.111594202898551,9.37160521857924
06,007,0008,88101,1,PM2.5 - Local Conditions,2012-04-27,2019-06-30,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2012-10-26,,,,,0145,California Air Resources Board,96599,39.76168,-121.84047,NAD83,62.0,1.0,,,Chico-East Avenue,"984 East Avenue, Chico",California,Butte,Chico,17020,"Chico, CA",,,,,POINT (-121.84047 39.76168),17020,"Chico, CA",6942,06007000104,Butte County,5873,0.354163119359782,0.326996197718631,0.068085106382979,0.102624058196934,0.060717571297148,15.9461994535519
06,061,0003,88101,1,PM2.5 - Local Conditions,2012-01-01,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2012-01-01,Y,,SLAMS,,0872,Placer County APCD,97049,38.93568,-121.09959,NAD83,1.0,400.0,,,Auburn-Atwood,"11645 Atwood Street, Auburn",California,Placer,Auburn,40900,"Sacramento--Roseville--Arden-Arcade, CA",472,"Sacramento-Roseville, CA",,,POINT (-121.09959 38.93568),40900,"Sacramento-Roseville-Folsom, CA",2842,06061021501,Placer County,5191,0.262762473511847,0.218034152436485,0.049071618037135,0.087092882991556,0.032114624505929,12.9702464480874
06,111,0009,88101,3,PM2.5 - Local Conditions,2011-11-15,,,,NEIGHBORHOOD,500 M TO 4KM,HIGHEST CONCENTRATION,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2011-11-15,Y,,SLAMS,,1118,Ventura County APCD,1610,34.404281,-118.80998,NAD83,3.04,190.0,,TOP OF BUILDING,Piru - Pacific,"3301 PACIFIC AVENUE, PIRU, CA  93040",California,Ventura,Piru,37100,"Oxnard-Thousand Oaks-Ventura, CA",348,"Los Angeles-Long Beach, CA",,,POINT (-118.80998 34.404281),37100,"Oxnard-Thousand Oaks-Ventura, CA",5563,06111009700,Ventura County,3032,0.772427440633245,0.27026132980483,0.087306917394224,0.282919847328244,0.148870636550308,6.8164793442623
06,023,1005,88101,2,PM2.5 - Local Conditions,2013-04-01,2018-04-11,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,143,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2016-04-01,,,,,0086,Bay Area Air Quality Management District,96282,40.71528,-124.20139,WGS84,1.0,172.0,5.3,TOP OF BUILDING,Humboldt Hill,"170 meters SE of Donna Dr. & Humboldt Hill Rd., Eureka, CA",California,Humboldt,Not in a City,21700,"Eureka-Arcata-Fortuna, CA",,,,,POINT (-124.20139 40.71528),21700,"Eureka-Arcata, CA",3350,06023010701,Humboldt County,4568,0.313922942206655,0.27877532228361,0.048109965635739,0.127089246294544,0.016373559733172,9.025401912568308
06,065,1016,88101,2,PM2.5 - Local Conditions,2013-06-27,,All (2013-06-27 - 2013-12-31); All (2014-01-01 - 2023-12-31),,NEIGHBORHOOD,500 M TO 4KM,GENERAL/BACKGROUND,143,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2013-06-27,,,TRIBAL,,582,"Morongo Band of Mission Indians, CA",93490,33.944713,-116.830074,NAD83,1.0,720.0,5.0,TOP OF BUILDING,Morongo Air Monitoring Station,"12160 Santiago Rd. Banning, CA 92220",California,Riverside,Banning,40140,"Riverside-San Bernardino-Ontario, CA",348,"Los Angeles-Long Beach, CA",582,"Morongo Band of Mission Indians, CA",POINT (-116.830074 33.944713),40140,"Riverside-San Bernardino-Ontario, CA",5536,06065043813,Riverside County,3983,0.626663319106201,0.287440221495092,0.030898876404494,0.213706954760297,0.018248175182482,8.48123040983607
06,111,2002,88101,3,PM2.5 - Local Conditions,2013-06-29,,,,NEIGHBORHOOD,500 M TO 4KM,HIGHEST CONCENTRATION,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2013-06-29,Y,Y,SLAMS,,1118,Ventura County APCD,1617,34.276316,-118.683685,NAD83,0.0,314.0,,TOP OF BUILDING,Simi Valley-Cochran Street,"5400 COCHRAN STREET, SIMI VALLEY, CA  93063",California,Ventura,Simi Valley,37100,"Oxnard-Thousand Oaks-Ventura, CA",348,"Los Angeles-Long Beach, CA",,,POINT (-118.683685 34.276316),37100,"Oxnard-Thousand Oaks-Ventura, CA",5490,06111008307,Ventura County,3377,0.502517026946994,0.100266983091071,0.046839472487494,0.14163961038961,0.027065527065527,8.42979704918033
06,085,0006,88101,3,PM2.5 - Local Conditions,2014-09-01,,,MOBILE,MICROSCALE,0 M TO 100 M,POPULATION EXPOSURE; SOURCE ORIENTED,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2014-09-01,Y,,SLAMS,NEAR ROAD,0086,Bay Area Air Quality Management District,97784,37.338135,-121.849783,WGS84,3.0,30.9,6.4,TOP OF BUILDING,San Jose - Knox Avenue,1007 Knox Ave,California,Santa Clara,San Jose,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",,,POINT (-121.849783 37.338135),41940,"San Jose-Sunnyvale-Santa Clara, CA",3644,06085503602,Santa Clara County,5255,0.946146527117031,0.262226450999049,0.080633802816901,0.349393939393939,0.20583596214511,11.472756284153
06,037,4008,88101,1,PM2.5 - Local Conditions,2015-01-01,,,MOBILE,MICROSCALE,0 M TO 100 M,POPULATION EXPOSURE,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2015-01-01,Y,,SLAMS,NEAR ROAD,0972,South Coast Air Quality Management District,99552,33.859662,-118.200707,NAD83,3.04,12.0,4.5,OTHER,Long Beach-Route 710 Near Road,5895 Long Beach Blvd.,California,Los Angeles,Long Beach,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",,,POINT (-118.200707 33.859662),31080,"Los Angeles-Long Beach-Anaheim, CA",7175,06037571701,Los Angeles County,6655,0.90473328324568,0.529082096334444,0.098800505050505,0.270190170412448,0.149628783552256,14.1475278688525
06,103,0007,88101,3,PM2.5 - Local Conditions,2016-03-01,,,,NEIGHBORHOOD,500 M TO 4KM,GENERAL/BACKGROUND,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,2023-04-14,Y,,SLAMS,,0145,California Air Resources Board,99103,40.17093,-122.25556,WGS84,1.0,100.0,,,Red Bluff-Walnut St. District Office,"1834 Walnut Street, Red Bluff, CA 96080",California,Tehama,Red Bluff,39780,"Red Bluff, CA",454,"Redding-Red Bluff, CA",,,POINT (-122.25556 40.17093),39780,"Red Bluff, CA",1123,06103000500,Tehama County,5385,0.319220055710306,0.400229577195332,0.030262572318647,0.128015895543571,0.0,13.0895802459016
06,067,0015,88101,1,PM2.5 - Local Conditions,2016-11-01,2020-12-22,,,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2016-11-01,,,,,0145,California Air Resources Board,100406,38.593322,-121.503795,WGS84,1.0,12.8,,,Sacramento-Bercut Drive,"100 Bercut Drive, Sacramento",California,Sacramento,Sacramento,40900,"Sacramento--Roseville--Arden-Arcade, CA",472,"Sacramento-Roseville, CA",,,POINT (-121.503795 38.593322),40900,"Sacramento-Roseville-Folsom, CA",7592,06067005301,Sacramento County,2077,0.559460760712566,0.603883495145631,0.094713656387665,0.197094125078964,0.017191977077364,14.6921398907104
06,107,2002,88101,3,PM2.5 - Local Conditions,2020-12-09,2021-12-31,,,,,POPULATION EXPOSURE,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2020-12-09,,,,,0145,California Air Resources Board,1591,36.332179,-119.291228,WGS84,0.0,97.0,,,Visalia-Church,"310 N CHURCH ST, VISALIA",California,Tulare,Visalia,47300,"Visalia-Porterville, CA",546,"Visalia-Porterville-Hanford, CA",,,POINT (-119.291228 36.332179),47300,"Visalia, CA",9043,06107001200,Tulare County,1179,0.484308736217133,0.47922192749779,0.062634989200864,0.213447171824973,0.1184,21.570508196721292
06,027,1033,88101,2,PM2.5 - Local Conditions,2020-04-06,,All (2020-04-06 - Present),AREA,MICROSCALE,0 M TO 100 M,GENERAL/BACKGROUND; POPULATION EXPOSURE; SOURCE ORIENTED,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,2020-04-06,,,TRIBAL,,530,Big Pine Paiute Tribe of the Owens Valley,104378,37.155494,-118.293547,NAD83,10.0,1236.0,,TOWER,Stn.1 Big Pine Paiute site,School St.,California,Inyo,Big Pine,13860,"Bishop, CA",,,530,Big Pine Paiute Tribe of the Owens Valley,POINT (-118.293547 37.155494),13860,"Bishop, CA",4650,06027000500,Inyo County,2519,0.366018261214768,0.251010509296686,0.043676069153776,0.05420054200542,0.007619047619048,9.260227595628407
06,045,2003,88101,3,PM2.5 - Local Conditions,2021-02-04,,,POINT,,,POPULATION EXPOSURE,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2021-02-04,Y,,SLAMS,,0145,California Air Resources Board,104850,39.39861,-123.35872,WGS84,1.0,430.0,,,Willits-Blosser Lane,"1277 Blosser Lane, Willits",California,Mendocino,Willits,46380,"Ukiah, CA",,,,,POINT (-123.35872 39.39861),46380,"Ukiah, CA",1875,06045010700,Mendocino County,7115,0.306113843991567,0.333285998295939,0.103274559193955,0.130827383452331,0.030113845023871,10.795081420765
06,073,1014,88101,3,PM2.5 - Local Conditions,2022-08-02,,All (2022-08-02 - 2023-07-02),AREA,NEIGHBORHOOD,500 M TO 4KM,GENERAL/BACKGROUND,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled - Broadband spectroscopy,2023-07-03,Y,,SLAMS,,0942,San Diego County Air Pollution Control District,94572,32.578165,-116.921374,WGS84,1.0,199.0,4.0,TOP OF BUILDING,Donovan,"480 ALTA RD, OTAY MESA, CA",California,San Diego,Otay Mesa,41740,"San Diego-Carlsbad, CA",,,,,POINT (-116.921374 32.578165),41740,"San Diego-Chula Vista-Carlsbad, CA",2630,06073010016,San Diego County,3200,0.74125,0.0,0.0,0.372389033942559,0.0,11.103281420765
06,057,1001,88101,3,PM2.5 - Local Conditions,2024-07-05,,,,,,POPULATION EXPOSURE,209,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,2024-08-28,Y,,SLAMS,,0790,Northern Sierra AQMD,1199,39.32783,-120.184592,NAD83,0.0,5500.0,,,Truckee-Fire Station,"FS-10049 DONNER PASS RD, TRUCKEE",California,Nevada,Truckee,46020,"Truckee-Grass Valley, CA",472,"Sacramento-Roseville, CA",,,POINT (-120.184592 39.32783),46020,"Truckee-Grass Valley, CA",561,06057001209,Nevada County,1489,0.253861652115514,0.06178643384822,0.032745591939547,0.122764227642276,0.122270742358079,9.5797106557377
06,073,0001,88101,3,PM2.5 - Local Conditions,2023-06-30,,,,NEIGHBORHOOD,500 M TO 4KM,GENERAL/BACKGROUND,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled - Broadband spectroscopy,2023-06-30,Y,,SLAMS,,0942,San Diego County Air Pollution Control District,1345,32.631242,-117.059088,NAD83,0.0,53.0,6.0,TOP OF BUILDING,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,41740,"San Diego-Carlsbad, CA",,,,,POINT (-117.059088 32.631242),41740,"San Diego-Chula Vista-Carlsbad, CA",934,06073013401,San Diego County,4419,0.671871464132157,0.133105802047782,0.106120434353406,0.083123425692695,0.074626865671642,11.5339510928962
06,025,0010,88101,21,PM2.5 - Local Conditions,2021-04-02,,All (2021-04-02 - Present),AREA,NEIGHBORHOOD,500 M TO 4KM,OTHER,738,Teledyne T640X at 16.67 LPM (Corrected) - Broadband spectroscopy,2021-04-02,Y,,TRIBAL,,595,"Torres-Martinez Cahuilla Indians, California",104851,33.379078,-116.015997,WGS84,10.0,-67.0,4.57,TOP OF BUILDING,Torres Martinez Reservation,3451 Seaview Ave,California,Imperial,Salton Sea Beach,20940,"El Centro, CA",,,595,"Torres-Martinez Cahuilla Indians, California",POINT (-116.015997 33.379078),20940,"El Centro, CA",1173,06025012302,Imperial County,6170,0.795623987034036,0.521076523994812,0.115682281059063,0.361061946902655,0.377231257437525,8.70777103825137
06,025,0005,88101,1,PM2.5 - Local Conditions,1999-01-01,2020-12-09,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2011-01-03,,,,,0942,San Diego County Air Pollution Control District,959,32.67618,-115.48307,NAD83,151.82,1.0,3.0,GROUND LEVEL SUPPORT,Calexico-Ethel Street,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,20940,"El Centro, CA",,,,,POINT (-115.48307 32.67618),20940,"El Centro, CA",2385,06025012004,Imperial County,4256,0.980968045112782,0.508928571428571,0.219453761379971,0.327814569536424,0.509353741496599,10.7327918032787
06,065,8001,88101,2,PM2.5 - Local Conditions,1999-01-01,,,,NEIGHBORHOOD,500 M TO 4KM,HIGHEST CONCENTRATION,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2016-12-10,,,SLAMS,,0972,South Coast Air Quality Management District,1262,33.99958,-117.41601,WGS84,0.0,250.0,,,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,40140,"Riverside-San Bernardino-Ontario, CA",348,"Los Angeles-Long Beach, CA",,,POINT (-117.41601 33.99958),40140,"Riverside-San Bernardino-Ontario, CA",4273,06065040304,Riverside County,4289,0.900909302867801,0.63265306122449,0.121353558926488,0.375836284927194,0.131359851988899,13.8225180327869
06,071,0306,88101,2,PM2.5 - Local Conditions,2000-01-01,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE; REGIONAL TRANSPORT,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2016-01-01,,,SLAMS,,0709,Mojave Desert AQMD,1309,34.510961,-117.32554,NAD83,10930.56,913.0,7.6,TOP OF BUILDING,Victorville-Park Avenue,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,40140,"Riverside-San Bernardino-Ontario, CA",348,"Los Angeles-Long Beach, CA",,,POINT (-117.32554 34.510961),40140,"Riverside-San Bernardino-Ontario, CA",7957,06071009914,San Bernardino County,2685,0.757914338919926,0.701554797117937,0.077047850770479,0.118549511854951,0.037986704653371,9.96293770491803
06,073,1002,88101,1,PM2.5 - Local Conditions,1999-01-01,2015-08-28,,,NEIGHBORHOOD,500 M TO 4KM,GENERAL/BACKGROUND,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2011-07-02,,,,,0942,San Diego County Air Pollution Control District,1353,33.127769,-117.075086,NAD83,0.0,202.0,6.0,TOP OF BUILDING,Escondido,"600 E. VALLEY PKWY., ESCONDIDO",California,San Diego,Escondido,41740,"San Diego-Carlsbad, CA",,,,,POINT (-117.075086 33.127769),41740,"San Diego-Chula Vista-Carlsbad, CA",8733,06073020213,San Diego County,4266,0.880684481950305,0.514533520862635,0.13618458075408,0.309503784693019,0.211067193675889,11.8914601092896
06,107,2002,88101,1,PM2.5 - Local Conditions,1999-01-03,2020-12-07,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2011-03-01,,,,,0145,California Air Resources Board,1591,36.332179,-119.291228,WGS84,0.0,97.0,5.7,,Visalia-Church,"310 N CHURCH ST, VISALIA",California,Tulare,Visalia,47300,"Visalia-Porterville, CA",546,"Visalia-Porterville-Hanford, CA",,,POINT (-119.291228 36.332179),47300,"Visalia, CA",9043,06107001200,Tulare County,1179,0.484308736217133,0.47922192749779,0.062634989200864,0.213447171824973,0.1184,21.570508196721292
06,037,4004,88101,1,PM2.5 - Local Conditions,2003-08-07,2022-04-30,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2018-10-18,,,,,0972,South Coast Air Quality Management District,91659,33.79236,-118.17533,WGS84,0.1,6.0,4.0,TOP OF BUILDING,Long Beach (South),"1305 E. Pacific Coast Hwy., Long Beach",California,Los Angeles,Long Beach,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",,,POINT (-118.17533 33.79236),31080,"Los Angeles-Long Beach-Anaheim, CA",7316,06037573300,Los Angeles County,3856,0.963174273858921,0.702830188679245,0.110889774236388,0.427167113494191,0.122244488977956,13.6995989071038
06,073,1201,88101,1,PM2.5 - Local Conditions,2005-08-19,,All (2005-08-19 - 2008-10-27); All (2008-10-28 - 2015-04-01); All (2015-04-02 - Present),AREA,NEIGHBORHOOD,500 M TO 4KM,GENERAL/BACKGROUND,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,2005-08-19,,,TRIBAL,,583,"Pala Band of Luiseno Mission Indians of Pala Reservation, CA",94529,33.362593,-117.09023,WGS84,1.524,109.728,4.55,TOP OF BUILDING,Pala Airpad,"10848 HWY 76, PALA, CA 92059",California,San Diego,Pala,41740,"San Diego-Carlsbad, CA",,,583,"Pala Band of Luiseno Mission Indians of Pala Reservation, CA",POINT (-117.09023 33.362593),41740,"San Diego-Chula Vista-Carlsbad, CA",2309,06073019109,San Diego County,4485,0.450167224080267,0.187193217313699,0.040878122634368,0.026186579378069,0.0,12.0194079234973
06,019,5001,88101,3,PM2.5 - Local Conditions,2008-11-25,,,AREA,NEIGHBORHOOD,500 M TO 4KM,HIGHEST CONCENTRATION,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2020-07-01,Y,,SLAMS,,0945,San Joaquin Valley Unified Air Pollution Control District,943,36.819449,-119.716433,NAD83,3.04,86.0,6.0,TOP OF BUILDING,Clovis-Villa,"908 N VILLA AVE, CLOVIS",California,Fresno,Clovis,23420,"Fresno, CA",260,"Fresno-Madera, CA",,,POINT (-119.716433 36.819449),23420,"Fresno, CA",8678,06019005607,Fresno County,4732,0.524725274725275,0.512468300929839,0.040520984081042,0.097141000649773,0.039618138424821,19.422912295082
06,037,1302,88101,1,PM2.5 - Local Conditions,2008-11-02,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2019-04-01,Y,,SLAMS,,0972,South Coast Air Quality Management District,94733,33.901389,-118.205,WGS84,1.0,27.0,5.0,TOP OF BUILDING,Compton,700 North Bullis Road,California,Los Angeles,Compton,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",,,POINT (-118.205 33.901389),31080,"Los Angeles-Long Beach-Anaheim, CA",7448,06037542000,Los Angeles County,5231,1.0,0.323647486140317,0.066194690265487,0.308330947609505,0.067612687813022,14.4338745901639
06,069,0002,88101,3,PM2.5 - Local Conditions,2010-01-01,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2010-01-01,Y,,SLAMS,,0721,Monterey Bay Unified APCD,1285,36.843425,-121.3621,NAD83,0.0,126.0,6.0,TOP OF BUILDING,Hollister,1979 Fairview Rd,California,San Benito,Hollister,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",,,POINT (-121.3621 36.843425),41940,"San Jose-Sunnyvale-Santa Clara, CA",598,06069000802,San Benito County,4219,0.465987200758474,0.123160892263882,0.059265811587793,0.082813013473546,0.046886446886447,8.71582863387978
06,001,0009,88101,3,PM2.5 - Local Conditions,2009-10-01,,,AREA,MIDDLE SCALE,100 M TO 500 M,POPULATION EXPOSURE,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2009-10-01,Y,,SLAMS,,0086,Bay Area Air Quality Management District,93907,37.743065,-122.169935,WGS84,6.0,11.0,8.0,TOP OF BUILDING,Oakland,9925 International Blvd,California,Alameda,Oakland,41860,"San Francisco-Oakland-Hayward, CA",488,"San Jose-San Francisco-Oakland, CA",,,POINT (-122.169935 37.743065),41860,"San Francisco-Oakland-Fremont, CA",3183,06001409300,Alameda County,5743,0.977537872192234,0.440899581589958,0.050661625708885,0.255820556501987,0.083772700644405,11.2897669398907
06,019,0011,88101,2,PM2.5 - Local Conditions,2012-01-25,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2012-01-25,,,SLAMS,,0145,California Air Resources Board,96528,36.78538,-119.77321,NAD83,1.0,96.0,,,Fresno - Garland,"3727 N FIRST ST, FRESNO",California,Fresno,Fresno,23420,"Fresno, CA",260,"Fresno-Madera, CA",,,POINT (-119.77321 36.78538),23420,"Fresno, CA",8798,06019005100,Fresno County,6523,0.811129848229342,0.557282760764806,0.172770700636943,0.318158567774936,0.04811320754717,19.42447568306009
06,073,1016,88101,1,PM2.5 - Local Conditions,2012-02-18,2023-06-30,,POINT,NEIGHBORHOOD,500 M TO 4KM,GENERAL/BACKGROUND,545,Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric,2019-09-10,,,,,0942,San Diego County Air Pollution Control District,95699,32.845709,-117.123964,NAD83,1.0,134.0,6.0,TOP OF BUILDING,San Diego - Kearny Villa Rd.,"6125A KEARNY VILLA RD., SAN DIEGO",California,San Diego,San Diego,41740,"San Diego-Carlsbad, CA",,,,,POINT (-117.123964 32.845709),41740,"San Diego-Chula Vista-Carlsbad, CA",6228,06073009400,San Diego County,4873,0.575415555099528,0.331225680933852,0.092009685230024,0.0,0.0,11.8629721311475
06,085,0005,88101,3,PM2.5 - Local Conditions,2012-10-01,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2012-10-01,Y,Y,SLAMS,NCORE,0086,Bay Area Air Quality Management District,91424,37.348497,-121.894898,WGS84,20.0,31.0,8.7,TOP OF BUILDING,San Jose - Jackson,158B JACKSON ST,California,Santa Clara,San Jose,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",,,POINT (-121.894898 37.348497),41940,"San Jose-Sunnyvale-Santa Clara, CA",2118,06085501101,Santa Clara County,4369,0.742046234836347,0.229553264604811,0.04374286801065,0.075035663338088,0.173662119622246,11.4445707650273
06,111,3001,88101,3,PM2.5 - Local Conditions,2012-01-26,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2012-01-26,Y,,SLAMS,,1118,Ventura County APCD,1619,34.25239,-119.143182,NAD83,0.0,43.0,,TOP OF BUILDING,El Rio-Rio Mesa School #2,"545 CENTRAL AVENUE, OXNARD, CA  93030",California,Ventura,Not in a City,37100,"Oxnard-Thousand Oaks-Ventura, CA",348,"Los Angeles-Long Beach, CA",,,POINT (-119.143182 34.25239),37100,"Oxnard-Thousand Oaks-Ventura, CA",5579,06111009300,Ventura County,6039,0.516145057128664,0.166609175577785,0.051600261267146,0.121327014218009,0.071820175438596,7.89819540983607
06,001,0012,88101,3,PM2.5 - Local Conditions,2014-02-01,,,MOBILE,MICROSCALE,0 M TO 100 M,POPULATION EXPOSURE; SOURCE ORIENTED,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2014-02-01,Y,,SLAMS,NEAR ROAD,0086,Bay Area Air Quality Management District,97584,37.793624,-122.263376,WGS84,1.0,3.9,6.4,TOP OF BUILDING,Laney College,Laney College Eighth St. parking lot Aisle J,California,Alameda,Oakland,41860,"San Francisco-Oakland-Hayward, CA",488,"San Jose-San Francisco-Oakland, CA",,,POINT (-122.263376 37.793624),41860,"San Francisco-Oakland-Fremont, CA",321,06001403302,Alameda County,2556,0.484741784037559,0.05829420970266,0.006132075471698,0.008340649692713,0.010593220338983,11.0206838797814
06,097,0004,88101,3,PM2.5 - Local Conditions,2014-01-09,,,AREA,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2014-01-09,Y,,SLAMS,,0086,Bay Area Air Quality Management District,97616,38.403765,-122.818294,WGS84,2.0,78.0,2.0,TOP OF BUILDING,Sebastopol,"103 Morris Street,",California,Sonoma,Sebastopol,42220,"Santa Rosa, CA",488,"San Jose-San Francisco-Oakland, CA",,,POINT (-122.818294 38.403765),42220,"Santa Rosa-Petaluma, CA",1020,06097153406,Sonoma County,2388,0.292713567839196,0.136859781696054,0.03778866340098,0.02391171060699,0.075490196078431,8.83739508196721
