sensor_index,name,latitude,longitude,pm2.5,geometry,msa_id,msa_name,index_right,tract_geoid,CNTY_NAME,ACSTOTPOP,PEOPCOLORPCT,LOWINCPCT,UNEMPPCT,LESSHSPCT,LINGISOPCT,PM25
61431,Contempo Marin,38.015995,-122.530045,0.1,POINT (-122.530045 38.015995),41860,"San Francisco-Oakland-Fremont, CA",5831,06041106001,Marin County,5466,0.462495426271497,0.049450549450549,0.036581960346272,0.169092169092169,0.121453459432554,9.58247759562841
61433,Chardonnay Ct,37.90204,-121.72337,0.7,POINT (-121.72337 37.90204),41860,"San Francisco-Oakland-Fremont, CA",3980,06013304001,Contra Costa County,5895,0.452247667514843,0.096647280191584,0.036482334869432,0.03398288973384,0.023444976076555,12.4146579234973
61567,Briarwood,37.355392,-121.98878,1.5,POINT (-121.98878 37.355392),41940,"San Jose-Sunnyvale-Santa Clara, CA",5635,06085505305,Santa Clara County,5626,0.645929612513331,0.062054208273894,0.045101982189026,0.048245614035088,0.128884826325411,11.0552756830601
61575,Kenwood - outdoors,38.409885,-122.5438,1.0,POINT (-122.5438 38.409885),42220,"Santa Rosa-Petaluma, CA",1192,06097150501,Sonoma County,2828,0.156294200848656,0.203119461183977,0.037012113055182,0.022538552787663,0.045705279747833,9.82108606557377
61577,Ascot Road,37.5577,-122.34552,0.4,POINT (-122.34552 37.5577),41860,"San Francisco-Oakland-Fremont, CA",6600,06081605700,San Mateo County,5226,0.47148871029468,0.025449674703406,0.056581532416503,0.018161497625035,0.012367491166078,9.65066284153006
61593,Cornell,37.55699,-122.33444,0.7,POINT (-122.33444 37.55699),41860,"San Francisco-Oakland-Fremont, CA",6587,06081606500,San Mateo County,3479,0.29893647599885,0.027594136246048,0.035610040863981,0.00040404040404,0.010463378176383,9.790772404371587
61597,Montauk Outdoors,37.2637,-122.01734,0.6,POINT (-122.01734 37.2637),41940,"San Jose-Sunnyvale-Santa Clara, CA",5063,06085507301,Santa Clara County,6820,0.567888563049853,0.078689982216953,0.046645367412141,0.019301097114994,0.09792767167818,10.3749505464481
61619,Meadow View Road,37.879395,-122.157,2.3,POINT (-122.157 37.879395),41860,"San Francisco-Oakland-Fremont, CA",9007,06013350000,Contra Costa County,6150,0.346829268292683,0.04837921485584,0.036458333333333,0.026011560693642,0.011945392491468,11.5228513661202
61621,Euclid Ave,37.732586,-122.15793,2.2,POINT (-122.15793 37.732586),41860,"San Francisco-Oakland-Fremont, CA",3946,06001432200,Alameda County,3987,0.734637572109355,0.302120141342756,0.048961424332344,0.082777036048064,0.072691552062868,11.3317275956284
61625,mousedeck,37.349792,-122.10695,0.3,POINT (-122.10695 37.349792),41940,"San Jose-Sunnyvale-Santa Clara, CA",8802,06085511707,Santa Clara County,3090,0.488349514563107,0.090363454484828,0.00752508361204,0.03644251626898,0.007588532883642,9.863390710382507
61655,Las Colinas,37.12947,-121.642944,1.1,POINT (-121.642944 37.12947),41940,"San Jose-Sunnyvale-Santa Clara, CA",7628,06085512312,Santa Clara County,3493,0.549957056971085,0.032517985611511,0.032120925838451,0.053510273972603,0.046753246753247,10.2139418032787
61837,Sylvan,37.53592,-122.30903,2.2,POINT (-122.30903 37.53592),41860,"San Francisco-Oakland-Fremont, CA",6575,06081607300,San Mateo County,3853,0.44225279003374,0.07734233065144,0.042240995998221,0.030832095096582,0.035059760956175,9.828506830601087
62137,Unitarian Universalist Church,36.84532,-119.73624,3.4,POINT (-119.73624 36.84532),23420,"Fresno, CA",6438,06019005509,Fresno County,5314,0.476665412118931,0.182544321059809,0.06530612244898,0.068937982432792,0.083640189374014,19.2736554644809
62183,Laurel Glen,37.529484,-121.92778,0.5,POINT (-121.92778 37.529484),41860,"San Francisco-Oakland-Fremont, CA",7433,06001443104,Alameda County,5567,0.864918268367164,0.070341499628805,0.025228519195612,0.01863684771033,0.09827278141751,11.3775775956284
62185,Woodlands Flats,37.947636,-122.55098,0.2,POINT (-122.55098 37.947636),41860,"San Francisco-Oakland-Fremont, CA",6150,06041119100,Marin County,5149,0.168964847543212,0.12720916682851,0.068336162988115,0.002557544757033,0.022670025188917,9.25182021857924
62187,Selby Lane,37.451214,-122.21538,0.4,POINT (-122.21538 37.451214),41860,"San Francisco-Oakland-Fremont, CA",8402,06081611400,San Mateo County,4251,0.337802869912962,0.091864224137931,0.015495296070836,0.006671608598962,0.00788643533123,9.988974590163933
62201,Blithedale Canyon,37.913185,-122.54836,0.8,POINT (-122.54836 37.913185),41860,"San Francisco-Oakland-Fremont, CA",6154,06041126100,Marin County,6105,0.074856674856675,0.083374283374283,0.066580894178192,0.008665105386417,0.033798056611745,9.351369672131153
62203,Cordelia Silver,38.196434,-122.14515,0.5,POINT (-122.14515 38.196434),46700,"Vallejo, CA",40,06095252206,Solano County,5955,0.73887489504618,0.151133501259446,0.078773301262778,0.077879249112126,0.070184983677911,11.3674754098361
62205,Club Los Meganos,37.899063,-121.7298,0.4,POINT (-121.7298 37.899063),41860,"San Francisco-Oakland-Fremont, CA",3980,06013304001,Contra Costa County,5895,0.452247667514843,0.096647280191584,0.036482334869432,0.03398288973384,0.023444976076555,12.4146579234973
62207,15th Avenue,36.96255,-121.99147,4.1,POINT (-121.99147 36.96255),42100,"Santa Cruz-Watsonville, CA",362,06087121501,Santa Cruz County,2548,0.195054945054945,0.255102040816327,0.036255767963085,0.048057259713701,0.007719298245614,8.6527674863388
62209,Kenwood Vista (elev. 725 ft),38.406635,-122.556786,0.4,POINT (-122.556786 38.406635),42220,"Santa Rosa-Petaluma, CA",4144,06097151602,Sonoma County,3182,0.136706473915776,0.085480829666876,0.027884615384615,0.01006711409396,0.007462686567164,9.823690710382508
62213,6XX Chapman,37.921227,-122.525055,0.3,POINT (-122.525055 37.921227),41860,"San Francisco-Oakland-Fremont, CA",6153,06041121100,Marin County,5749,0.211167159506001,0.079144198991129,0.069454545454545,0.017742350218565,0.01807482135351,9.49520191256831
62225,Redwood Grove,37.37327,-122.119774,0.0,POINT (-122.119774 37.37327),41940,"San Jose-Sunnyvale-Santa Clara, CA",5072,06085511701,Santa Clara County,4346,0.453060285319834,0.0651173492867,0.035852178709322,0.014580031695721,0.052664974619289,10.1955169398907
62229,Chesbro Lake,37.115887,-121.70531,11.2,POINT (-121.70531 37.115887),41940,"San Jose-Sunnyvale-Santa Clara, CA",5117,06085512200,Santa Clara County,4905,0.508256880733945,0.04220446629789,0.021218074656189,0.033250893102501,0.0,9.82164398907104
62233,19th &amp; Noe,37.75946,-122.43266,2.5,POINT (-122.43266 37.75946),41860,"San Francisco-Oakland-Fremont, CA",6718,06075020601,San Francisco County,3044,0.357095926412615,0.205978975032852,0.036256323777403,0.05032585083273,0.033264033264033,10.1338989071038
62249,Whisman Station,37.390087,-122.06183,0.3,POINT (-122.06183 37.390087),41940,"San Jose-Sunnyvale-Santa Clara, CA",5989,06085509109,Santa Clara County,6572,0.675593426658551,0.194109568136731,0.025174476570289,0.075067024128686,0.117361392148928,10.7386234972678
62265,PVRanch - Bay Laurel,37.36117,-122.20999,0.8,POINT (-122.20999 37.36117),41860,"San Francisco-Oakland-Fremont, CA",6565,06081613200,San Mateo County,6851,0.249306670559042,0.075949367088608,0.044481605351171,0.066400304414003,0.003937007874016,9.55900983606557
62279,Francis Oaks Exterior,37.234383,-121.93943,0.0,POINT (-121.93943 37.234383),41940,"San Jose-Sunnyvale-Santa Clara, CA",5062,06085506900,Santa Clara County,8174,0.336187912894544,0.059550561797753,0.039226519337017,0.021207177814029,0.030692362598144,10.5779098360656
62289,Donner Crest,39.334095,-120.21642,2.2,POINT (-120.21642 39.334095),46020,"Truckee-Grass Valley, CA",560,06057001208,Nevada County,1690,0.076923076923077,0.153846153846154,0.040441176470588,0.005025125628141,0.0,9.61666147540984
62299,Sutton Manor,37.905033,-122.52162,0.0,POINT (-122.52162 37.905033),41860,"San Francisco-Oakland-Fremont, CA",6017,06041126200,Marin County,4180,0.351674641148325,0.104343605920893,0.089968976215098,0.01441275682306,0.04994324631101,9.51047896174863
62303,Briggs Ave Outside,37.75556,-122.23005,3.7,POINT (-122.23005 37.75556),41860,"San Francisco-Oakland-Fremont, CA",3456,06001428100,Alameda County,4866,0.487258528565557,0.080558980682285,0.040202825063383,0.047429707469469,0.043103448275862,11.1074603825137
62305,GLEN DRIVE,37.855026,-122.48827,1.4,POINT (-122.48827 37.855026),41860,"San Francisco-Oakland-Fremont, CA",7322,06041130204,Marin County,2448,0.128267973856209,0.071486928104575,0.053547523427041,0.00967296176877,0.007057163020466,9.78094726775956
62307,Olympia Drive,38.43444,-122.667625,0.6,POINT (-122.667625 38.43444),42220,"Santa Rosa-Petaluma, CA",3169,06097151504,Sonoma County,4178,0.247965533748205,0.08605851979346,0.102307357422725,0.023660860992442,0.0,9.609974316939892
62311,Rancho Seco,38.34208,-121.09964,0.7,POINT (-121.09964 38.34208),40900,"Sacramento-Roseville-Folsom, CA",7781,06067009406,Sacramento County,2483,0.360853805879984,0.203643724696356,0.170542635658915,0.104864864864865,0.009626955475331,13.3958486338798
62377,Rolando - Outside,37.701153,-122.10203,1.6,POINT (-122.10203 37.701153),41860,"San Francisco-Oakland-Fremont, CA",5998,06001430600,Alameda County,6244,0.614990390775144,0.183670195700995,0.034303833957913,0.086630148103064,0.076121431807884,11.4040341530055
62425,Morley Way,38.56715,-121.40329,1.3,POINT (-121.40329 38.56715),40900,"Sacramento-Roseville-Folsom, CA",4290,06067005404,Sacramento County,5887,0.239340920672669,0.158824528622388,0.013260795647739,0.018579234972678,0.012428977272727,14.5565284153005
62447,Arlington L,37.93233,-122.30946,2.0,POINT (-122.30946 37.93233),41860,"San Francisco-Oakland-Fremont, CA",5640,06013384000,Contra Costa County,3826,0.406952430737062,0.09009718938797,0.057862190812721,0.022877984084881,0.057841383422779,11.1325866120219
62457,Snail_OUT,37.511925,-122.30487,20.3,POINT (-122.30487 37.511925),41860,"San Francisco-Oakland-Fremont, CA",8486,06081608900,San Mateo County,7303,0.557989867177872,0.172909467864547,0.109367455335587,0.047810218978102,0.040822886531662,9.67562677595628
62473,Purple Air,38.210003,-122.62899,0.2,POINT (-122.62899 38.210003),42220,"Santa Rosa-Petaluma, CA",2574,06097150702,Sonoma County,4593,0.121053777487481,0.107883817427386,0.026982829108749,0.014547570555717,0.008403361344538,9.283292076502732
62481,scott st,37.816383,-122.241425,1.9,POINT (-122.241425 37.816383),41860,"San Francisco-Oakland-Fremont, CA",5819,06001403800,Alameda County,4008,0.383483033932136,0.131487025948104,0.043035107587769,0.020370933414412,0.0,11.1765516393443
62489,Hamlin Outside,37.882404,-122.11454,1.0,POINT (-122.11454 37.882404),41860,"San Francisco-Oakland-Fremont, CA",5505,06013351200,Contra Costa County,5525,0.191674208144796,0.049434512951478,0.037588388537402,0.014845149731252,0.005073566717402,11.5517150273224
62753,Chestnut Street,37.485203,-122.21965,0.6,POINT (-122.21965 37.485203),41860,"San Francisco-Oakland-Fremont, CA",6790,06081610201,San Mateo County,5256,0.866818873668189,0.261093125119025,0.004017408771342,0.303396014594443,0.115877437325905,10.1632030054645
62755,LHW,35.653374,-119.89227,8.6,POINT (-119.89227 35.653374),12540,"Bakersfield-Delano, CA",5674,06029004500,Kern County,3008,0.938164893617021,0.610704787234043,0.082298136645963,0.558170813718897,0.574626865671642,12.9869237704918
62765,Crestview @ Hilldale,37.85684,-122.16931,2.7,POINT (-122.16931 37.85684),41860,"San Francisco-Oakland-Fremont, CA",3147,06013353001,Contra Costa County,4420,0.401809954751131,0.018552036199095,0.019082235347569,0.009819967266776,0.00398406374502,11.4173677595628
63109,Tammberlin Vineyards,38.370735,-122.61712,0.2,POINT (-122.61712 38.370735),42220,"Santa Rosa-Petaluma, CA",1192,06097150501,Sonoma County,2828,0.156294200848656,0.203119461183977,0.037012113055182,0.022538552787663,0.045705279747833,9.82108606557377
63111,Marley,37.001842,-122.01962,5.5,POINT (-122.01962 37.001842),42100,"Santa Cruz-Watsonville, CA",3098,06087121200,Santa Cruz County,6718,0.201696933611194,0.179191616766467,0.08201554543018,0.0489954899549,0.0,9.09562322404372
63113,FBW,36.835922,-120.317635,3.0,POINT (-120.317635 36.835922),23420,"Fresno, CA",1889,06039001100,Madera County,7883,0.539007991881263,0.300279329608939,0.069357897588729,0.235151023717819,0.067994802944998,15.9412975409836
63115,Camino Real,36.558426,-121.927345,1.5,POINT (-121.927345 36.558426),41500,"Salinas, CA",1925,06053011801,Monterey County,1456,0.147664835164835,0.070741758241758,0.018867924528302,0.0,0.0,7.06463661202186
63119,POM - Del Rey,36.659725,-119.59107,12.1,POINT (-119.59107 36.659725),23420,"Fresno, CA",1457,06019006900,Fresno County,3069,0.876507005539264,0.524541884816754,0.077473958333333,0.341396371632765,0.135440180586907,20.4051409836066
63125,WPCA - Delano,35.78389,-119.21365,13.5,POINT (-119.21365 35.78389),12540,"Bakersfield-Delano, CA",3590,06029004605,Kern County,3447,0.841891499854946,0.132848837209302,0.063218390804598,0.189423076923077,0.195625759416768,17.1373
63131,Sun Valley,37.981644,-122.54435,0.0,POINT (-122.54435 37.981644),41860,"San Francisco-Oakland-Fremont, CA",639,06041109002,Marin County,4345,0.223475258918297,0.090424298632043,0.03575503993914,0.049957179560377,0.016765285996055,9.28608825136612
63133,Nancy’s Air,40.60081,-122.36651,1.9,POINT (-122.36651 40.60081),39820,"Redding, CA",6898,06089010703,Shasta County,3607,0.325755475464375,0.434963868816009,0.03486441615938,0.03892765332354,0.012127337038909,11.2675827868852
63151,Fiori,38.391235,-122.92077,0.1,POINT (-122.92077 38.391235),42220,"Santa Rosa-Petaluma, CA",1193,06097154306,Sonoma County,1633,0.24739742804654,0.142682180036742,0.02441731409545,0.069815195071869,0.005108556832695,8.39165819672131
63159,Highland Park,38.018642,-122.12913,0.0,POINT (-122.12913 38.018642),41860,"San Francisco-Oakland-Fremont, CA",8959,06013317000,Contra Costa County,1934,0.259565667011375,0.140124095139607,0.161157024793388,0.021067415730337,0.0,11.6928297814208
63163,Boyer Outside,37.22668,-121.97852,0.8,POINT (-121.97852 37.22668),41940,"San Jose-Sunnyvale-Santa Clara, CA",3463,06085507004,Santa Clara County,3926,0.222109016811004,0.110290371879776,0.052658750645328,0.020408163265306,0.036311239193084,10.3245887978142
63205,Coyote,38.57919,-122.78807,0.0,POINT (-122.78807 38.57919),42220,"Santa Rosa-Petaluma, CA",1195,06097153905,Sonoma County,3410,0.269208211143695,0.201466275659824,0.112320916905444,0.054891710231516,0.0,9.30634890710382
63213,Canon Del Sol - La Selva Beach,36.92184,-121.85166,0.2,POINT (-121.85166 36.92184),42100,"Santa Cruz-Watsonville, CA",2697,06087122300,Santa Cruz County,3939,0.417872556486418,0.247428119229755,0.023932426091037,0.212705210563883,0.069108500345543,8.94353442622951
63215,301 Allen Road,37.38588,-122.28984,0.5,POINT (-122.28984 37.38588),41860,"San Francisco-Oakland-Fremont, CA",8707,06081613800,San Mateo County,4064,0.324557086614173,0.204338180921863,0.010752688172043,0.128300714507611,0.0,8.57748032786885
63217,Sacramento State Aquatic Center,38.63451,-121.21837,1.0,POINT (-121.21837 38.63451),40900,"Sacramento-Roseville-Folsom, CA",7240,06067008703,Sacramento County,4970,0.336418511066398,0.124974762770038,0.047332531087044,0.026012335746849,0.026450116009281,14.0178081967213
63221,Menlo Oaks,37.466183,-122.16898,0.0,POINT (-122.16898 37.466183),41860,"San Francisco-Oakland-Fremont, CA",6953,06081613900,San Mateo County,6358,0.395250078641082,0.135178628902478,0.04832,0.021753756447634,0.027819175360159,10.383831420765
63229,Tamalpais Ave _ Middle Ridge,37.90997,-122.55666,0.9,POINT (-122.55666 37.90997),41860,"San Francisco-Oakland-Fremont, CA",6110,06041127000,Marin County,4588,0.140366172624237,0.095466434176112,0.0708316752885,0.006455399061033,0.0,9.223372677595632
63231,Mississippi Bar,38.664883,-121.19527,2.6,POINT (-121.19527 38.664883),40900,"Sacramento-Roseville-Folsom, CA",7869,06067008207,Sacramento County,4334,0.140286109829257,0.079196490417917,0.061958405545927,0.019859064702114,0.013989927252378,13.787349726776
63247,Crossgates neighborhood,37.22564,-121.87434,0.6,POINT (-121.87434 37.22564),41940,"San Jose-Sunnyvale-Santa Clara, CA",5111,06085511914,Santa Clara County,6327,0.470523154733681,0.035877983246404,0.03126007089913,0.009771210676835,0.04982206405694,10.7772557377049
63249,Alviso Court,37.58768,-122.4888,1.8,POINT (-122.4888 37.58768),41860,"San Francisco-Oakland-Fremont, CA",8480,06081603300,San Mateo County,6427,0.286292204761164,0.118004676539361,0.020981003685852,0.014059405940594,0.032203389830508,8.93909508196721
63255,Tarry Rd,38.013477,-122.593765,0.8,POINT (-122.593765 38.013477),41860,"San Francisco-Oakland-Fremont, CA",6146,06041115000,Marin County,7965,0.226365348399247,0.109365018525616,0.070205066344994,0.02859321387724,0.008837044892188,9.11657295081967
63257,Westside,37.776756,-122.27323,2.4,POINT (-122.27323 37.776756),41860,"San Francisco-Oakland-Fremont, CA",3722,06001427300,Alameda County,5283,0.683323869013818,0.188150671966686,0.02413915512957,0.082631578947368,0.086352357320099,10.9946879781421
63263,Foothill-K,37.664227,-121.91218,1.5,POINT (-121.91218 37.664227),41860,"San Francisco-Oakland-Fremont, CA",316,06001450608,Alameda County,4658,0.586732503220266,0.104765993988836,0.037758830694275,0.024154589371981,0.045584045584046,11.5575726775956
63269,German Air,37.885826,-122.039345,1.5,POINT (-122.039345 37.885826),41860,"San Francisco-Oakland-Fremont, CA",3217,06013343001,Contra Costa County,5940,0.26969696969697,0.068801897983393,0.030172413793103,0.018028846153846,0.035056967572305,11.630275136612
63273,Palomar Park,37.4797,-122.27165,0.1,POINT (-122.27165 37.4797),41860,"San Francisco-Oakland-Fremont, CA",8403,06081609603,San Mateo County,4757,0.279798192137902,0.075094657130837,0.032975460122699,0.033190578158458,0.0,9.73680245901639
63279,Backyard,37.31023,-121.98673,1.7,POINT (-121.98673 37.31023),41940,"San Jose-Sunnyvale-Santa Clara, CA",5686,06085506204,Santa Clara County,5546,0.785250631085467,0.074648395239812,0.027720027720028,0.038371182458888,0.222894604135149,10.8612483606557
63281,"Kensington, CA",37.912224,-122.27648,1.5,POINT (-122.27648 37.912224),41860,"San Francisco-Oakland-Fremont, CA",5504,06013392000,Contra Costa County,2588,0.26854714064915,0.086788066640837,0.06146408839779,0.012919896640827,0.0,11.2661636612022
63297,GFV,38.52278,-122.496925,0.0,POINT (-122.496925 38.52278),34900,"Napa, CA",4936,06055201500,Napa County,1668,0.342326139088729,0.193024654239327,0.052401746724891,0.056348610067618,0.012396694214876,10.3068426229508
63299,Chenery St 500 block,37.735027,-122.431274,1.3,POINT (-122.431274 37.735027),41860,"San Francisco-Oakland-Fremont, CA",8925,06075021800,San Francisco County,4121,0.402814850764378,0.066003397233681,0.015545914678236,0.039389312977099,0.013513513513514,10.0617008196721
63301,SouthGate,34.76447,-117.92706,2.4,POINT (-117.92706 34.76447),31080,"Los Angeles-Long Beach-Anaheim, CA",987,06037901300,Los Angeles County,2206,0.694922937443336,0.557116953762466,0.200561009817672,0.417731629392971,0.071428571428571,9.50494590163934
63387,Abella,34.237225,-118.264435,13.6,POINT (-118.264435 34.237225),31080,"Los Angeles-Long Beach-Anaheim, CA",5630,06037300400,Los Angeles County,5732,0.582693649685973,0.131210636808957,0.106329113924051,0.117112152108019,0.178590933915893,10.9437237704918
63421,Ladera Rec,37.403973,-122.19848,0.2,POINT (-122.19848 37.403973),41860,"San Francisco-Oakland-Fremont, CA",6565,06081613200,San Mateo County,6851,0.249306670559042,0.075949367088608,0.044481605351171,0.066400304414003,0.003937007874016,9.55900983606557
63429,"Eagle Ridge, Gilroy, California",37.005367,-121.621315,2.9,POINT (-121.621315 37.005367),41940,"San Jose-Sunnyvale-Santa Clara, CA",5117,06085512200,Santa Clara County,4905,0.508256880733945,0.04220446629789,0.021218074656189,0.033250893102501,0.0,9.82164398907104
63437,Craig Ave,37.277836,-121.96574,0.1,POINT (-121.96574 37.277836),41940,"San Jose-Sunnyvale-Santa Clara, CA",5598,06085506702,Santa Clara County,5799,0.571650284531816,0.113295395757889,0.095350404312668,0.119092122830441,0.10748367654445,10.7576262295082
63439,Hidden Acres,38.61544,-122.851456,4.5,POINT (-122.851456 38.61544),42220,"Santa Rosa-Petaluma, CA",2958,06097153903,Sonoma County,3933,0.247139588100687,0.236460717009916,0.028341993386868,0.104166666666667,0.006482027106659,9.19311475409836
63465,Pacheco Street,37.745968,-122.46151,2.2,POINT (-122.46151 37.745968),41860,"San Francisco-Oakland-Fremont, CA",4990,06075030400,San Francisco County,5262,0.632839224629418,0.063833841463415,0.034985422740525,0.056312443233424,0.111967361740707,9.79536612021858
63471,HillTopVaca,38.372326,-121.98327,2.3,POINT (-121.98327 38.372326),46700,"Vallejo, CA",41,06095253207,Solano County,2539,0.391492713666798,0.129972430090587,0.016168148746968,0.058921623123958,0.007246376811594,11.8075333333333
63479,Fairview and King,37.850513,-122.274796,1.2,POINT (-122.274796 37.850513),41860,"San Francisco-Oakland-Fremont, CA",3455,06001424001,Alameda County,3631,0.536491324703938,0.302762430939227,0.107531760435572,0.102169625246548,0.010729613733906,11.2172887978142
63505,Tasman,37.412285,-121.94141,0.8,POINT (-121.94141 37.412285),41940,"San Jose-Sunnyvale-Santa Clara, CA",3470,06085505015,Santa Clara County,5229,0.800726716389367,0.06844837531244,0.00999729802756,0.122723673792557,0.123227917121047,11.3534584699454
63507,Granite Creek Rd,37.036686,-121.99748,2.2,POINT (-121.99748 37.036686),42100,"Santa Cruz-Watsonville, CA",3098,06087121200,Santa Cruz County,6718,0.201696933611194,0.179191616766467,0.08201554543018,0.0489954899549,0.0,9.09562322404372
63509,Burton Drive,37.8272,-122.18782,2.1,POINT (-122.18782 37.8272),41860,"San Francisco-Oakland-Fremont, CA",6069,06001404600,Alameda County,4934,0.417916497770572,0.086137008512363,0.055648535564854,0.038659793814433,0.009302325581395,11.3474871584699
63527,Bernal-Out,37.74443,-122.41126,1.4,POINT (-122.41126 37.74443),41860,"San Francisco-Oakland-Fremont, CA",4375,06075025200,San Francisco County,5457,0.480117280557083,0.194429173538574,0.002317113538563,0.037234042553191,0.102325581395349,10.1850513661202
63531,Belmont Coronet,37.513756,-122.30099,0.8,POINT (-122.30099 37.513756),41860,"San Francisco-Oakland-Fremont, CA",8705,06081608800,San Mateo County,6278,0.454603376871615,0.019114367633004,0.028156490812092,0.003419972640219,0.009776536312849,9.73211284153006
63547,8 Mariposa Ct.,37.90676,-122.49234,0.0,POINT (-122.49234 37.90676),41860,"San Francisco-Oakland-Fremont, CA",6112,06041124100,Marin County,5430,0.207734806629834,0.078503980744307,0.022178734507502,0.026904761904762,0.007996446023989,9.77570710382514
63577,Diamante_10,38.1604,-121.7038,1.3,POINT (-121.7038 38.1604),46700,"Vallejo, CA",42,06095253502,Solano County,4559,0.45492432550998,0.230313665277473,0.047867298578199,0.083262531860663,0.023836549375709,12.477393442623
63581,East Palo Alto Charter School,37.469395,-122.12782,0.0,POINT (-122.12782 37.469395),41860,"San Francisco-Oakland-Fremont, CA",2964,06081611902,San Mateo County,7336,0.807388222464558,0.167257360959651,0.02165256346441,0.292283402407736,0.03205465055176,10.6379918032787
63589,Westside EPA,37.45617,-122.13595,0.4,POINT (-122.13595 37.45617),41860,"San Francisco-Oakland-Fremont, CA",2963,06081612102,San Mateo County,3935,0.832782719186785,0.4571791613723,0.04984696108439,0.37785151389465,0.157894736842105,10.5299131147541
63593,Lower Loma Alta Ave.,37.22119,-121.970856,0.8,POINT (-121.970856 37.22119),41940,"San Jose-Sunnyvale-Santa Clara, CA",5058,06085507002,Santa Clara County,3415,0.217862371888726,0.140345736888368,0.049213943950786,0.017165668662675,0.046099290780142,10.3359215846995
63599,Kavanaugh Clarence,37.475277,-122.14486,1.0,POINT (-122.14486 37.475277),41860,"San Francisco-Oakland-Fremont, CA",6572,06081611800,San Mateo County,4558,0.958315050460728,0.257965282355526,0.113214837712519,0.293942403177756,0.032544378698225,10.6530199453552
63605,fluffy,37.824673,-122.2868,1.3,POINT (-122.2868 37.824673),41860,"San Francisco-Oakland-Fremont, CA",6825,06001401700,Alameda County,3276,0.546092796092796,0.253598774885145,0.038680781758958,0.059040590405904,0.019914651493599,10.9386770491803
63615,Court Skinner 310 Donohoe,37.46311,-122.14813,5.4,POINT (-122.14813 37.46311),41860,"San Francisco-Oakland-Fremont, CA",2970,06081612101,San Mateo County,3484,0.701779563719862,0.307405281285878,0.0,0.227068345323741,0.067285382830626,10.4707879781421
63623,East Palo Alto - Jasmine,37.455162,-122.1229,0.5,POINT (-122.1229 37.455162),41860,"San Francisco-Oakland-Fremont, CA",2964,06081611902,San Mateo County,7336,0.807388222464558,0.167257360959651,0.02165256346441,0.292283402407736,0.03205465055176,10.6379918032787
63629,Tesla Lane,38.55119,-121.78034,1.8,POINT (-121.78034 38.55119),40900,"Sacramento-Roseville-Folsom, CA",3943,06113010513,Yolo County,3146,0.390019071837254,0.52827140549273,0.039877300613497,0.0,0.015793848711554,13.324568852459
63635,Lincoln Street,37.465935,-122.145775,0.0,POINT (-122.145775 37.465935),41860,"San Francisco-Oakland-Fremont, CA",2960,06081612002,San Mateo County,2941,0.892893573614417,0.346140768446107,0.002695417789757,0.229577464788732,0.127397260273973,10.5312896174863
63839,Liberty Valley,38.28076,-122.7159,0.4,POINT (-122.7159 38.28076),42220,"Santa Rosa-Petaluma, CA",2607,06097151100,Sonoma County,5065,0.256860809476802,0.191423881821912,0.070051160960252,0.06743467266086,0.043899657924743,8.91613715846995
63847,MV/LA,37.385483,-122.09461,0.5,POINT (-122.09461 37.385483),41940,"San Jose-Sunnyvale-Santa Clara, CA",1860,06085509801,Santa Clara County,5921,0.56071609525418,0.107245397736869,0.040453570334048,0.021544420237231,0.106183889340928,10.4830295081967
63849,Mountain Ave,37.82407,-122.22308,0.0,POINT (-122.22308 37.82407),41860,"San Francisco-Oakland-Fremont, CA",5907,06001426100,Alameda County,6300,0.319365079365079,0.023809523809524,0.037158829332456,0.0,0.0,11.2488893442623
63851,Albany: Madison St,37.89342,-122.301476,0.0,POINT (-122.301476 37.89342),41860,"San Francisco-Oakland-Fremont, CA",323,06001420302,Alameda County,2446,0.652902698282911,0.116925592804579,0.019762845849802,0.030742459396752,0.051906779661017,11.0951666666667
63873,Capitola Mall/Live Oak,36.970737,-121.9691,2.7,POINT (-121.9691 36.970737),42100,"Santa Cruz-Watsonville, CA",79,06087121702,Santa Cruz County,3392,0.365271226415094,0.209639266706091,0.051502145922747,0.122104436592069,0.002998500749625,8.79661448087432
63881,Woodside Rick,37.430634,-122.26619,0.2,POINT (-122.26619 37.430634),41860,"San Francisco-Oakland-Fremont, CA",8422,06081613400,San Mateo County,3067,0.132050864036518,0.117395593554752,0.075914423740511,0.011859582542694,0.0,9.38238879781421
63883,Bull Run/Kernville/Riverkern,35.780907,-118.44433,0.8,POINT (-118.44433 35.780907),12540,"Bakersfield-Delano, CA",1696,06029005207,Kern County,1910,0.198429319371728,0.660377358490566,0.237911025145068,0.043391188251001,0.0,9.60946035519126
63889,Fresno,37.88753,-122.27735,1.8,POINT (-122.27735 37.88753),41860,"San Francisco-Oakland-Fremont, CA",5973,06001421300,Alameda County,4011,0.275243081525804,0.100275068767192,0.039196940726577,0.020354563361786,0.0,11.2380193989071
63905,Sequoia Valley Road,37.8982,-122.5591,1.1,POINT (-122.5591 37.8982),41860,"San Francisco-Oakland-Fremont, CA",6155,06041128200,Marin County,5297,0.187842174815934,0.080492424242424,0.050097087378641,0.018351214003388,0.006204756980352,9.315818579234968
